IncidentID,Hour,Weather,RoadType,TrafficDensity,VisibilityKm,AverageSpeed,VehicleCount,Weekend,RoadCondition,Incident
TRF-00368,23,Clear,Urban,16,2.4,36,701,Yes,Fair,No Incident
TRF-00369,17,Clear,Residential,17,10.9,78,118,Yes,Good,Incident
TRF-00370,6,Rain,Urban,100,12.9,41,350,No,Good,No Incident
TRF-00371,19,Storm,Urban,98,7.4,55,377,No,Fair,Incident
TRF-00372,15,Rain,Highway,80,1.7,34,728,No,Fair,Incident
TRF-00373,11,Clear,Residential,35,13.0,73,774,Yes,Fair,No Incident
TRF-00374,17,Fog,Urban,61,11.1,88,853,No,Poor,Incident
TRF-00375,16,Clear,Highway,7,8.7,62,270,Yes,Poor,Incident
TRF-00376,1,Clear,Highway,69,3.3,36,645,No,Poor,Incident
TRF-00377,5,Clear,Residential,16,11.4,57,660,No,Good,No Incident
TRF-00378,15,Fog,Urban,75,11.8,63,705,Yes,Poor,No Incident
TRF-00379,9,Clear,Industrial,95,4.2,30,710,No,Poor,Incident
TRF-00380,7,Rain,Highway,9,2.2,79,222,Yes,Good,Incident
TRF-00381,13,Clear,Residential,7,12.0,74,644,No,Good,No Incident
TRF-00382,3,Clear,Urban,86,13.6,27,557,No,Fair,No Incident
TRF-00383,23,Rain,Residential,87,8.1,47,971,No,Fair,Incident
TRF-00384,13,Clear,Highway,5,3.0,35,957,No,Fair,No Incident
TRF-00385,0,Clear,Residential,27,10.0,29,695,No,Good,No Incident
TRF-00386,11,Rain,Urban,5,7.7,62,475,No,Fair,No Incident
TRF-00387,17,Rain,Urban,88,8.1,67,910,Yes,Good,Incident
TRF-00388,13,Clear,Residential,1,6.7,54,310,No,Good,No Incident
TRF-00389,12,Clear,Urban,33,1.9,71,54,Yes,Fair,No Incident
TRF-00390,15,Fog,Industrial,99,6.4,21,942,No,Fair,Incident
TRF-00391,0,Rain,Urban,86,5.3,66,900,Yes,Fair,No Incident
TRF-00392,11,Clear,Highway,13,11.9,56,599,No,Good,No Incident
TRF-00393,9,Rain,Residential,47,14.0,82,815,Yes,Fair,Incident
TRF-00394,21,Clear,Urban,26,6.2,31,593,Yes,Fair,No Incident
TRF-00395,14,Rain,Urban,1,11.0,88,290,No,Good,No Incident
TRF-00396,4,Fog,Highway,44,4.4,28,684,Yes,Fair,No Incident
TRF-00397,20,Clear,Residential,59,2.8,89,564,No,Good,Incident
TRF-00398,6,Clear,Urban,54,1.5,40,942,No,Fair,No Incident
TRF-00399,23,Rain,Urban,22,8.3,80,538,No,Poor,Incident
TRF-00400,8,Storm,Residential,78,13.0,94,484,No,Good,Incident
TRF-00401,20,Rain,Industrial,92,5.3,47,348,Yes,Poor,Incident
TRF-00402,18,Rain,Highway,70,12.0,54,797,Yes,Fair,No Incident
TRF-00403,17,Storm,Highway,39,10.8,31,901,Yes,Fair,Incident
TRF-00404,15,Clear,Residential,79,9.7,70,857,No,Fair,No Incident
TRF-00405,0,Rain,Urban,99,9.5,55,728,No,Fair,No Incident
TRF-00406,4,Rain,Residential,92,4.3,71,969,No,Good,No Incident
TRF-00407,20,Clear,Urban,1,13.3,46,448,No,Fair,No Incident
TRF-00408,17,Rain,Urban,18,9.7,86,765,No,Good,Incident
TRF-00409,11,Clear,Residential,44,15.0,90,375,Yes,Good,No Incident
TRF-00410,18,Clear,Residential,88,10.1,40,471,No,Fair,No Incident
TRF-00411,15,Clear,Residential,36,3.1,88,301,Yes,Poor,Incident
TRF-00412,18,Clear,Urban,46,10.0,46,712,Yes,Good,No Incident
TRF-00413,12,Rain,Urban,15,3.3,30,626,No,Fair,No Incident
TRF-00414,1,Fog,Urban,58,7.0,88,275,No,Fair,No Incident
TRF-00415,9,Clear,Residential,69,7.2,55,902,No,Fair,No Incident
TRF-00416,5,Fog,Residential,6,3.5,76,532,No,Good,Incident
TRF-00417,20,Clear,Highway,57,12.8,69,314,Yes,Good,No Incident
TRF-00418,21,Clear,Residential,42,2.9,72,769,No,Fair,No Incident
TRF-00419,4,Clear,Urban,77,11.5,79,524,Yes,Fair,Incident
TRF-00420,21,Clear,Urban,85,8.3,65,349,No,Good,No Incident
TRF-00421,7,Fog,Urban,41,11.0,26,846,Yes,Good,No Incident
TRF-00422,4,Rain,Industrial,40,7.8,77,166,No,Good,No Incident
TRF-00423,6,Clear,Urban,47,3.1,82,331,No,Fair,No Incident
TRF-00424,13,Clear,Urban,48,9.6,83,906,No,Poor,No Incident
TRF-00425,5,Rain,Urban,96,9.3,100,265,No,Good,No Incident
TRF-00426,6,Clear,Urban,98,6.3,84,797,No,Good,Incident
TRF-00427,16,Rain,Urban,70,4.3,77,456,No,Good,No Incident
TRF-00428,9,Clear,Industrial,94,4.4,100,292,No,Good,Incident
TRF-00429,16,Rain,Residential,24,2.0,23,346,No,Poor,Incident
TRF-00430,0,Clear,Residential,7,6.7,94,654,No,Good,No Incident
TRF-00431,2,Clear,Highway,74,13.5,43,836,No,Fair,No Incident
TRF-00432,6,Clear,Urban,36,9.6,40,927,No,Good,No Incident
TRF-00433,8,Rain,Highway,98,1.7,40,796,No,Fair,Incident
TRF-00434,6,Rain,Residential,12,8.5,85,719,Yes,Fair,No Incident
TRF-00435,9,Clear,Urban,29,14.9,54,956,No,Fair,No Incident
TRF-00436,22,Clear,Highway,12,9.6,42,441,No,Good,No Incident
TRF-00437,11,Clear,Urban,41,5.0,91,710,No,Fair,No Incident
TRF-00438,14,Clear,Residential,14,2.9,23,623,No,Good,Incident
TRF-00439,18,Rain,Highway,23,10.3,31,944,No,Poor,Incident
TRF-00440,4,Rain,Urban,81,2.6,76,315,No,Good,Incident
TRF-00441,3,Clear,Urban,61,2.7,72,129,No,Fair,No Incident
TRF-00442,10,Clear,Highway,72,5.2,92,462,Yes,Fair,No Incident
TRF-00443,14,Clear,Urban,85,5.0,57,790,No,Good,Incident
TRF-00444,11,Rain,Urban,27,14.5,79,663,No,Good,No Incident
TRF-00445,2,Clear,Industrial,45,10.3,57,127,No,Fair,No Incident
TRF-00446,15,Rain,Residential,13,6.1,84,906,No,Good,No Incident
TRF-00447,22,Clear,Urban,45,14.1,57,876,No,Fair,No Incident
TRF-00448,12,Clear,Industrial,31,12.8,60,887,No,Good,No Incident
TRF-00449,21,Fog,Urban,18,14.6,64,793,Yes,Fair,Incident
TRF-00450,10,Rain,Urban,41,11.5,63,756,No,Good,No Incident
TRF-00451,9,Clear,Residential,40,2.4,36,858,Yes,Good,No Incident
TRF-00452,7,Fog,Industrial,31,8.6,33,707,No,Fair,No Incident
TRF-00453,12,Fog,Urban,100,6.6,50,266,Yes,Fair,Incident
TRF-00454,13,Rain,Highway,24,11.6,99,451,Yes,Poor,Incident
TRF-00455,2,Clear,Urban,78,1.2,31,296,No,Fair,Incident
TRF-00456,23,Clear,Highway,98,11.2,98,375,No,Good,No Incident
TRF-00457,3,Clear,Industrial,23,13.5,39,770,Yes,Fair,No Incident
TRF-00458,13,Rain,Urban,20,13.8,97,932,No,Good,Incident
TRF-00459,7,Clear,Urban,25,5.8,48,377,No,Poor,No Incident
TRF-00460,21,Rain,Urban,10,4.1,41,50,No,Good,No Incident
TRF-00461,15,Storm,Urban,87,12.2,30,306,No,Fair,Incident
TRF-00462,0,Rain,Industrial,72,11.9,57,310,No,Poor,No Incident
TRF-00463,0,Clear,Residential,14,7.6,72,515,No,Fair,No Incident
TRF-00464,4,Clear,Urban,13,11.5,30,418,No,Fair,No Incident
TRF-00465,19,Clear,Industrial,3,10.9,38,228,No,Fair,No Incident
TRF-00466,20,Rain,Urban,14,1.8,35,503,No,Good,No Incident
TRF-00467,13,Clear,Residential,64,13.5,94,193,Yes,Good,No Incident
TRF-00468,13,Clear,Urban,19,5.6,63,332,Yes,Good,No Incident
TRF-00469,15,Clear,Urban,80,1.3,43,398,No,Good,Incident
TRF-00470,11,Rain,Urban,59,11.0,61,726,No,Fair,No Incident
TRF-00471,12,Rain,Highway,83,13.2,37,431,No,Good,No Incident
TRF-00472,8,Rain,Highway,11,11.3,23,318,No,Poor,Incident
TRF-00473,11,Clear,Urban,57,14.8,35,865,No,Fair,No Incident
TRF-00474,7,Rain,Highway,54,11.5,73,882,No,Good,No Incident
TRF-00475,17,Storm,Residential,96,6.5,61,732,No,Good,Incident
TRF-00476,16,Fog,Residential,48,8.3,64,991,No,Poor,Incident
TRF-00477,17,Storm,Urban,20,1.7,21,401,No,Good,Incident
TRF-00478,8,Fog,Residential,44,12.5,79,754,Yes,Good,Incident
TRF-00479,9,Rain,Residential,69,6.8,98,892,No,Good,No Incident
TRF-00480,10,Clear,Urban,1,7.0,54,275,No,Poor,No Incident
TRF-00481,14,Storm,Industrial,97,10.0,25,811,Yes,Poor,Incident
TRF-00482,18,Clear,Residential,45,6.2,32,853,No,Good,No Incident
TRF-00483,0,Clear,Highway,44,9.3,54,375,Yes,Good,No Incident
TRF-00484,22,Storm,Urban,72,13.2,64,359,Yes,Good,Incident
TRF-00485,20,Storm,Industrial,57,5.1,44,997,No,Good,Incident
TRF-00486,23,Clear,Residential,97,9.4,66,788,Yes,Good,Incident
TRF-00487,6,Storm,Highway,18,4.4,61,243,No,Good,No Incident
TRF-00488,11,Clear,Urban,9,9.6,58,478,Yes,Good,No Incident
TRF-00489,13,Clear,Urban,49,13.9,68,661,Yes,Fair,No Incident
TRF-00490,3,Clear,Urban,64,6.5,20,536,No,Good,No Incident
TRF-00491,8,Rain,Residential,18,1.4,39,521,No,Good,Incident
TRF-00492,0,Clear,Highway,62,4.2,26,336,No,Fair,No Incident
TRF-00493,2,Rain,Residential,100,8.5,26,905,No,Good,No Incident
TRF-00494,11,Clear,Urban,93,6.0,50,984,No,Good,Incident
TRF-00495,7,Clear,Urban,98,8.5,27,58,Yes,Poor,Incident
TRF-00496,1,Rain,Highway,64,10.0,20,78,No,Good,No Incident
TRF-00497,20,Rain,Urban,34,3.0,29,600,No,Good,No Incident
TRF-00498,2,Clear,Industrial,55,4.4,84,394,No,Good,No Incident
TRF-00499,5,Clear,Residential,19,8.6,33,720,No,Fair,No Incident
TRF-00500,5,Fog,Residential,31,3.0,100,704,No,Fair,Incident
TRF-00501,12,Rain,Residential,90,11.1,53,681,No,Good,No Incident
TRF-00502,23,Storm,Residential,43,8.2,95,984,Yes,Fair,No Incident
TRF-00503,0,Clear,Highway,35,10.1,26,203,No,Good,No Incident
TRF-00504,3,Storm,Residential,82,3.2,83,228,No,Good,Incident
TRF-00505,7,Storm,Urban,80,14.1,55,889,Yes,Good,No Incident
TRF-00506,2,Fog,Residential,19,14.7,88,974,Yes,Good,No Incident
TRF-00507,0,Clear,Urban,67,10.2,99,269,Yes,Fair,No Incident
TRF-00508,21,Rain,Highway,95,6.2,21,621,No,Fair,No Incident
TRF-00509,5,Clear,Urban,78,11.0,31,906,Yes,Fair,No Incident
TRF-00510,14,Fog,Highway,50,5.6,46,633,No,Fair,No Incident
TRF-00511,21,Clear,Residential,75,10.2,57,137,No,Good,No Incident
TRF-00512,17,Rain,Urban,38,6.9,57,740,Yes,Fair,Incident
TRF-00513,1,Clear,Industrial,56,10.0,69,561,No,Good,No Incident
TRF-00514,8,Clear,Highway,97,13.7,57,252,No,Fair,No Incident
TRF-00515,1,Clear,Urban,78,4.6,65,976,No,Good,Incident
TRF-00516,22,Clear,Highway,83,8.4,24,576,Yes,Good,No Incident
TRF-00517,11,Clear,Highway,22,5.4,67,509,Yes,Fair,No Incident
TRF-00518,23,Rain,Highway,9,13.6,88,314,Yes,Good,Incident
TRF-00519,9,Rain,Highway,72,14.3,44,302,No,Good,No Incident
TRF-00520,13,Fog,Highway,48,5.6,83,133,No,Good,No Incident
TRF-00521,1,Fog,Urban,26,11.2,25,113,Yes,Good,No Incident
TRF-00522,23,Clear,Urban,1,4.4,39,642,No,Good,No Incident
TRF-00523,20,Rain,Highway,54,8.0,62,384,No,Good,No Incident
TRF-00524,12,Clear,Highway,94,10.3,43,974,No,Good,No Incident
TRF-00525,5,Rain,Highway,64,11.1,84,548,No,Poor,Incident
TRF-00526,10,Clear,Residential,32,14.1,45,229,Yes,Good,No Incident
TRF-00527,10,Clear,Urban,37,8.0,82,488,No,Good,No Incident
TRF-00528,18,Fog,Residential,88,7.2,30,412,Yes,Fair,Incident
TRF-00529,7,Rain,Urban,3,10.1,84,740,No,Fair,Incident
TRF-00530,15,Clear,Residential,60,7.0,22,759,No,Fair,No Incident
TRF-00531,19,Rain,Residential,14,14.0,83,874,No,Fair,Incident
TRF-00532,4,Clear,Residential,49,12.3,61,206,No,Fair,No Incident
TRF-00533,18,Rain,Urban,70,7.5,98,627,No,Good,No Incident
TRF-00534,12,Rain,Urban,74,9.3,28,916,No,Poor,Incident
TRF-00535,4,Clear,Highway,2,3.5,41,792,No,Good,Incident
TRF-00536,0,Clear,Highway,13,9.6,73,423,Yes,Good,No Incident
TRF-00537,21,Clear,Urban,53,14.0,70,726,No,Poor,No Incident
TRF-00538,21,Rain,Residential,86,11.8,22,84,No,Good,No Incident
TRF-00539,1,Clear,Highway,59,9.0,33,446,No,Fair,No Incident
TRF-00540,13,Rain,Residential,36,14.2,46,110,No,Good,No Incident
TRF-00541,2,Rain,Urban,25,9.8,83,184,Yes,Good,No Incident
TRF-00542,1,Clear,Industrial,47,12.2,45,713,No,Fair,No Incident
TRF-00543,1,Clear,Residential,28,14.0,41,900,No,Poor,No Incident
TRF-00544,22,Clear,Highway,80,3.9,21,112,No,Fair,Incident
TRF-00545,12,Clear,Residential,42,11.6,36,565,No,Fair,No Incident
TRF-00546,23,Clear,Industrial,47,9.5,47,177,No,Poor,No Incident
TRF-00547,18,Rain,Urban,26,13.5,26,434,Yes,Good,No Incident
TRF-00548,17,Clear,Urban,74,13.3,66,503,No,Good,No Incident
TRF-00549,2,Fog,Residential,91,13.5,57,284,No,Fair,Incident
TRF-00550,10,Fog,Urban,97,1.0,71,51,Yes,Poor,Incident
TRF-00551,13,Clear,Residential,32,3.3,61,458,Yes,Good,No Incident
TRF-00552,14,Rain,Highway,54,11.6,75,889,No,Poor,No Incident
TRF-00553,3,Rain,Industrial,83,2.2,87,364,No,Good,Incident
TRF-00554,0,Clear,Highway,13,12.6,68,851,Yes,Good,No Incident
TRF-00555,14,Clear,Urban,48,1.2,90,358,No,Fair,No Incident
TRF-00556,2,Clear,Residential,29,7.8,70,830,No,Good,No Incident
TRF-00557,22,Rain,Urban,89,12.3,80,780,No,Good,Incident
TRF-00558,7,Clear,Industrial,76,13.3,91,765,Yes,Good,Incident
TRF-00559,22,Clear,Urban,31,6.5,84,54,No,Fair,No Incident
TRF-00560,9,Storm,Urban,66,14.8,76,903,Yes,Good,Incident
TRF-00561,10,Rain,Residential,63,9.4,76,839,No,Poor,Incident
TRF-00562,18,Clear,Residential,14,14.0,29,725,No,Poor,No Incident
TRF-00563,21,Fog,Urban,46,6.2,98,163,No,Good,No Incident
TRF-00564,4,Rain,Highway,42,6.6,79,745,No,Fair,Incident
TRF-00565,10,Rain,Urban,10,5.2,60,781,No,Fair,No Incident
TRF-00566,2,Clear,Urban,33,10.7,90,194,No,Good,No Incident
TRF-00567,16,Storm,Residential,20,2.3,70,849,Yes,Poor,Incident
TRF-00568,16,Rain,Industrial,37,6.9,43,686,No,Fair,No Incident
TRF-00569,3,Clear,Urban,49,12.8,95,914,Yes,Poor,Incident
TRF-00570,21,Clear,Industrial,40,4.9,52,369,No,Good,No Incident
TRF-00571,23,Clear,Urban,77,6.8,35,230,Yes,Good,No Incident
TRF-00572,21,Clear,Urban,92,6.7,49,356,No,Fair,No Incident
TRF-00573,19,Clear,Urban,81,2.7,42,640,No,Good,Incident
TRF-00574,17,Clear,Highway,27,4.4,82,953,Yes,Poor,Incident
TRF-00575,6,Fog,Highway,59,14.7,44,312,Yes,Good,No Incident
TRF-00576,23,Rain,Highway,36,6.1,41,961,Yes,Good,Incident
TRF-00577,7,Clear,Highway,71,3.4,74,260,No,Good,Incident
TRF-00578,12,Clear,Industrial,21,3.4,51,646,Yes,Fair,Incident
TRF-00579,16,Storm,Highway,77,9.9,63,178,Yes,Fair,Incident
TRF-00580,18,Clear,Residential,53,7.0,20,130,No,Good,No Incident
TRF-00581,7,Clear,Residential,93,1.5,77,860,Yes,Good,Incident
TRF-00582,10,Clear,Urban,94,10.4,23,193,No,Good,No Incident
TRF-00583,11,Clear,Urban,49,9.8,96,63,No,Poor,No Incident
TRF-00584,8,Clear,Residential,47,13.9,63,146,No,Fair,No Incident
TRF-00585,7,Rain,Highway,42,5.6,78,730,Yes,Fair,Incident
TRF-00586,21,Rain,Urban,6,10.6,20,477,No,Good,No Incident
TRF-00587,5,Clear,Highway,49,1.7,61,997,Yes,Poor,Incident
TRF-00588,10,Rain,Highway,64,8.7,75,281,Yes,Fair,No Incident
TRF-00589,3,Clear,Urban,4,12.8,72,551,No,Good,No Incident
TRF-00590,17,Rain,Urban,11,2.8,99,731,No,Fair,Incident
TRF-00591,19,Storm,Residential,6,14.6,23,858,No,Good,Incident
TRF-00592,11,Rain,Residential,29,8.1,32,186,No,Fair,No Incident
TRF-00593,1,Rain,Urban,8,2.8,85,228,No,Good,Incident
TRF-00594,2,Clear,Residential,3,8.8,28,791,No,Fair,No Incident
TRF-00595,6,Clear,Residential,12,4.2,77,865,No,Fair,Incident
TRF-00596,3,Storm,Residential,28,10.7,34,939,Yes,Good,Incident
TRF-00597,5,Clear,Industrial,59,4.3,52,83,No,Fair,No Incident
TRF-00598,12,Clear,Highway,8,14.5,79,186,No,Good,No Incident
TRF-00599,14,Rain,Urban,26,11.8,72,745,No,Poor,No Incident
TRF-00600,16,Clear,Urban,92,13.0,68,364,No,Fair,No Incident
TRF-00601,22,Clear,Highway,44,8.8,78,58,Yes,Good,No Incident
TRF-00602,17,Clear,Residential,43,13.8,45,822,No,Fair,Incident
TRF-00603,11,Clear,Highway,1,2.8,78,825,No,Poor,Incident
TRF-00604,8,Fog,Highway,76,4.1,42,353,No,Fair,Incident
TRF-00605,20,Clear,Residential,85,4.9,49,296,No,Fair,No Incident
TRF-00606,0,Rain,Industrial,44,10.6,50,801,Yes,Fair,No Incident
TRF-00607,17,Rain,Residential,9,4.2,96,343,Yes,Fair,Incident
TRF-00608,12,Clear,Residential,47,6.6,39,694,No,Fair,No Incident
TRF-00609,11,Fog,Urban,28,9.9,75,913,Yes,Good,No Incident
TRF-00610,4,Rain,Urban,63,2.3,21,692,No,Fair,Incident
TRF-00611,6,Rain,Urban,45,5.4,55,863,Yes,Good,No Incident
TRF-00612,7,Rain,Highway,52,9.2,21,454,No,Fair,No Incident
TRF-00613,0,Rain,Highway,71,10.6,30,320,No,Fair,No Incident
TRF-00614,13,Clear,Highway,5,2.9,77,482,Yes,Good,No Incident
TRF-00615,13,Fog,Residential,61,10.7,80,974,Yes,Good,No Incident
TRF-00616,9,Clear,Highway,65,7.8,22,555,Yes,Good,No Incident
TRF-00617,21,Clear,Urban,15,12.1,63,370,Yes,Good,No Incident
TRF-00618,11,Clear,Industrial,12,9.9,82,290,No,Fair,No Incident
TRF-00619,1,Clear,Industrial,27,11.3,35,847,No,Poor,Incident
TRF-00620,1,Storm,Highway,35,1.9,81,650,Yes,Fair,Incident
TRF-00621,8,Clear,Residential,76,10.0,33,970,No,Good,No Incident
TRF-00622,4,Clear,Residential,87,3.6,34,130,Yes,Poor,Incident
TRF-00623,20,Fog,Highway,23,11.7,24,92,No,Poor,Incident
TRF-00624,20,Fog,Urban,39,2.5,65,593,No,Fair,No Incident
TRF-00625,23,Clear,Residential,98,10.6,24,171,No,Fair,No Incident
TRF-00626,12,Fog,Residential,89,14.8,83,595,No,Good,Incident
TRF-00627,11,Clear,Residential,26,2.7,47,738,No,Fair,No Incident
TRF-00628,21,Rain,Urban,19,1.2,23,515,No,Good,No Incident
TRF-00629,15,Clear,Highway,67,11.3,41,396,Yes,Fair,No Incident
TRF-00630,20,Clear,Industrial,77,3.2,99,792,No,Good,Incident
TRF-00631,4,Storm,Urban,1,5.9,98,132,No,Fair,Incident
TRF-00632,4,Storm,Residential,42,5.2,56,817,No,Fair,Incident
TRF-00633,1,Rain,Industrial,100,1.0,74,253,No,Good,Incident
TRF-00634,9,Clear,Urban,99,12.6,70,272,Yes,Good,Incident
TRF-00635,18,Fog,Urban,62,12.4,82,316,No,Good,No Incident
TRF-00636,12,Clear,Highway,96,10.0,59,615,No,Good,No Incident
TRF-00637,13,Rain,Highway,42,4.8,57,678,Yes,Good,No Incident
TRF-00638,2,Clear,Highway,25,13.2,63,981,No,Good,No Incident
TRF-00639,3,Clear,Residential,49,6.9,97,993,No,Fair,No Incident
TRF-00640,2,Clear,Highway,8,6.6,33,922,Yes,Poor,No Incident
TRF-00641,8,Clear,Urban,34,12.3,92,220,Yes,Good,No Incident
TRF-00642,20,Clear,Urban,57,5.2,94,179,Yes,Good,No Incident
TRF-00643,17,Rain,Industrial,89,7.7,26,697,Yes,Poor,Incident
TRF-00644,19,Rain,Urban,26,14.2,29,80,Yes,Good,No Incident
TRF-00645,7,Fog,Urban,64,3.7,75,996,No,Good,Incident
TRF-00646,9,Fog,Residential,44,1.0,87,141,No,Good,No Incident
TRF-00647,23,Clear,Urban,19,12.3,67,678,No,Good,No Incident
TRF-00648,16,Storm,Residential,57,2.4,31,736,No,Good,Incident
TRF-00649,16,Fog,Highway,63,3.5,40,843,No,Good,Incident
TRF-00650,12,Clear,Highway,50,5.1,99,530,Yes,Good,No Incident
TRF-00651,2,Rain,Industrial,10,1.9,96,737,Yes,Fair,Incident
TRF-00652,17,Clear,Urban,39,8.8,47,789,No,Good,No Incident
TRF-00653,8,Clear,Urban,44,13.2,97,694,No,Fair,No Incident
TRF-00654,7,Clear,Highway,38,4.4,57,597,Yes,Fair,No Incident
TRF-00655,17,Clear,Urban,55,7.3,88,129,No,Good,No Incident
TRF-00656,11,Clear,Industrial,35,14.9,81,313,No,Good,No Incident
TRF-00657,4,Storm,Industrial,78,14.7,26,918,Yes,Fair,Incident
TRF-00658,21,Fog,Urban,88,2.5,93,742,No,Good,Incident
TRF-00659,9,Clear,Highway,24,11.0,55,241,No,Poor,Incident
TRF-00660,19,Fog,Industrial,100,13.6,37,399,Yes,Good,Incident
TRF-00661,9,Clear,Residential,100,9.5,44,876,Yes,Fair,Incident
TRF-00662,7,Clear,Highway,39,14.0,57,849,No,Poor,No Incident
TRF-00663,19,Clear,Residential,26,14.7,32,565,No,Good,No Incident
TRF-00664,21,Clear,Urban,63,13.5,53,917,No,Good,No Incident
TRF-00665,7,Rain,Highway,61,13.7,99,643,No,Fair,Incident
TRF-00666,9,Fog,Highway,56,11.4,20,623,No,Good,No Incident
TRF-00667,13,Clear,Urban,63,6.3,94,230,Yes,Good,No Incident
TRF-00668,16,Clear,Urban,48,2.1,39,957,No,Good,No Incident
TRF-00669,12,Clear,Industrial,73,8.6,61,425,Yes,Fair,No Incident
TRF-00670,17,Clear,Urban,52,8.1,78,562,No,Poor,No Incident
TRF-00671,19,Clear,Urban,14,4.1,97,972,Yes,Poor,Incident
TRF-00672,9,Rain,Residential,29,11.4,62,342,Yes,Good,No Incident
TRF-00673,20,Clear,Urban,17,13.9,31,595,No,Fair,No Incident
TRF-00674,19,Rain,Urban,31,7.8,71,929,No,Good,Incident
TRF-00675,23,Clear,Highway,1,13.3,58,271,No,Good,No Incident
TRF-00676,11,Clear,Residential,55,10.0,28,427,Yes,Good,No Incident
TRF-00677,20,Rain,Residential,64,15.0,47,58,Yes,Fair,No Incident
TRF-00678,23,Fog,Urban,16,9.5,38,176,Yes,Fair,No Incident
TRF-00679,22,Clear,Urban,68,12.6,87,797,No,Fair,Incident
TRF-00680,22,Clear,Urban,34,5.8,58,689,No,Fair,No Incident
TRF-00681,9,Rain,Residential,14,2.9,32,386,No,Fair,Incident
TRF-00682,21,Clear,Residential,28,6.4,44,586,No,Fair,No Incident
TRF-00683,10,Clear,Residential,58,10.5,89,718,Yes,Poor,No Incident
TRF-00684,21,Clear,Urban,60,7.2,73,749,No,Good,No Incident
TRF-00685,19,Clear,Residential,70,10.1,60,280,No,Poor,No Incident
TRF-00686,3,Rain,Urban,66,8.1,80,520,No,Poor,Incident
TRF-00687,3,Rain,Residential,64,14.9,51,324,No,Good,No Incident
TRF-00688,15,Storm,Urban,51,3.0,26,570,No,Good,No Incident
TRF-00689,5,Clear,Urban,69,2.9,63,221,Yes,Good,No Incident
TRF-00690,17,Rain,Urban,96,2.1,64,343,No,Good,Incident
TRF-00691,18,Rain,Urban,70,6.5,50,985,No,Poor,No Incident
TRF-00692,12,Storm,Urban,37,11.3,83,377,No,Good,No Incident
TRF-00693,18,Storm,Industrial,34,12.0,35,755,Yes,Fair,Incident
TRF-00694,12,Clear,Urban,73,8.1,70,432,Yes,Fair,No Incident
TRF-00695,13,Clear,Residential,27,3.6,77,151,No,Fair,No Incident
TRF-00696,4,Fog,Residential,22,1.8,41,741,Yes,Good,Incident
TRF-00697,14,Clear,Residential,7,6.0,20,891,No,Good,No Incident
TRF-00698,3,Rain,Urban,79,8.6,36,178,No,Fair,Incident
TRF-00699,14,Fog,Residential,38,3.6,83,470,No,Fair,Incident
TRF-00700,18,Fog,Residential,81,7.1,73,486,No,Good,No Incident
TRF-00701,18,Clear,Urban,19,6.9,38,296,No,Fair,No Incident
TRF-00702,3,Rain,Highway,22,9.5,54,326,Yes,Good,No Incident
TRF-00703,18,Clear,Urban,22,10.3,20,391,No,Poor,No Incident
TRF-00704,17,Clear,Urban,91,7.4,87,805,No,Poor,Incident
TRF-00705,3,Rain,Industrial,19,5.0,93,803,No,Good,Incident
TRF-00706,1,Clear,Urban,94,6.9,87,162,No,Good,Incident
TRF-00707,15,Rain,Residential,47,9.0,60,962,No,Fair,Incident
TRF-00708,9,Clear,Urban,85,6.6,40,785,Yes,Fair,Incident
TRF-00709,11,Clear,Industrial,41,10.7,29,955,No,Good,No Incident
TRF-00710,0,Fog,Industrial,46,7.0,34,773,Yes,Good,No Incident
TRF-00711,5,Fog,Urban,35,4.3,92,129,No,Good,No Incident
TRF-00712,15,Clear,Industrial,3,9.5,28,708,No,Fair,No Incident
TRF-00713,15,Clear,Urban,22,6.7,86,755,No,Fair,No Incident
TRF-00714,7,Clear,Highway,42,14.6,39,332,No,Good,No Incident
TRF-00715,8,Clear,Industrial,95,1.6,28,395,No,Good,Incident
TRF-00716,11,Clear,Urban,57,1.1,91,572,No,Good,Incident
TRF-00717,8,Rain,Urban,99,9.2,86,532,No,Good,Incident
TRF-00718,6,Rain,Industrial,8,8.0,80,329,No,Fair,No Incident
TRF-00719,7,Clear,Highway,49,5.5,64,401,Yes,Poor,No Incident
TRF-00720,12,Clear,Urban,30,5.7,57,328,No,Fair,No Incident
TRF-00721,13,Clear,Urban,93,2.3,32,214,No,Good,Incident
TRF-00722,15,Clear,Urban,12,6.6,20,673,No,Poor,No Incident
TRF-00723,5,Fog,Urban,15,7.1,70,151,No,Good,No Incident
TRF-00724,4,Clear,Urban,34,10.7,85,219,Yes,Fair,No Incident
TRF-00725,7,Clear,Urban,45,15.0,93,569,No,Good,No Incident
TRF-00726,18,Storm,Residential,29,2.2,67,862,No,Fair,Incident
TRF-00727,20,Storm,Industrial,52,5.0,33,464,No,Fair,No Incident
TRF-00728,18,Clear,Industrial,19,1.8,76,686,Yes,Fair,Incident
TRF-00729,9,Clear,Urban,71,7.1,63,849,No,Fair,No Incident
TRF-00730,22,Clear,Urban,5,14.9,70,432,No,Fair,No Incident
TRF-00731,13,Rain,Urban,79,3.2,38,872,No,Fair,Incident
TRF-00732,9,Clear,Residential,34,13.1,25,339,No,Fair,No Incident
TRF-00733,14,Clear,Residential,10,8.8,29,921,No,Poor,No Incident
TRF-00734,20,Storm,Highway,4,3.2,69,228,Yes,Fair,Incident
